KEY,X,Y,LNPRICE,YEAR97,YEAR98,YEAR99,YEAR00,YEAR01,LNSURAREA,LNNT,NBATH,INSIDE,MONUM,GAS_NOCV,OPENFIRE,GARAGE,DETACHED,SEMIDETA,CORNER,TERRACED,APPARTME,URBATTR,P_ALLOCH,HIGHDS_KM,RAILDS_KM,DRAIL_10,DHIGH_10,SUMOPENHA,SUMAGRHA,SUMURBHA,SUMNATHA,SUMWAHA,DIST_LOCAL,DISTREG_KM,ViewOpenSpace,PresLocOpen25,PresLocOpen50,PresLocOpen100,ISNIEUWBOU
64769,137264,470130,11.79,0,0,1,0,0,4.32,1.1,0,4,0,0,0,0,0,0,0,0,1,0,6,4.85,3.79,0,0,.7335,0,.7335,0,0,50.64,.06,0,0,0,1,0
64781,137270,470104,12.04,0,0,0,1,0,4.5,1.39,2,4,0,0,0,0,0,0,0,0,1,0,6,4.02,2.94,0,0,.4057,0,.4057,0,0,50.83,.09,0,0,0,1,0
68347,139367,469012,12.38,0,0,0,1,0,5.39,1.61,1,4,0,1,0,1,0,1,0,0,0,.2108,5,2.88,2.12,0,0,.6023,0,.6023,0,0,50.84,.15,0,0,0,1,0
68348,139367,469012,12.26,0,0,0,1,0,5.29,1.39,1,3,0,0,0,0,0,1,0,0,0,.2108,5,2.88,2.12,0,0,.6023,0,.6023,0,0,50.84,.15,0,0,0,1,0
64133,139801,470312,12.88,0,0,0,1,0,5.46,1.95,2,3,0,1,0,0,0,1,0,0,0,.2879,14,2.78,1.33,0,0,.6434,0,.6321,0,.0113,50.86,.8,0,0,0,1,0
64771,137211,470124,11.6,0,1,0,0,0,4.44,0,0,4,0,0,0,0,0,0,0,0,1,0,6,4.89,3.84,0,1,.4449,0,.4449,0,0,50.88,.06,0,0,0,1,0
57887,144909,474080,12.29,0,0,1,0,0,5.31,1.39,1,4,0,0,0,1,0,0,1,0,0,.1054,2,.65,4.85,0,0,.5984,0,.5984,0,0,50.92,1.09,0,0,0,1,0
46010,146021,479404,12.27,0,0,0,1,0,5.22,1.79,1,4,0,0,0,1,0,1,0,0,0,0,6,2.41,7.13,0,0,.471,0,.3375,0,.1335,50.94,.97,0,0,0,1,0
46009,146021,479404,12.07,0,0,1,0,0,5.21,1.39,1,4,0,0,0,1,0,1,0,0,0,0,6,2.41,7.13,0,0,.471,0,.3375,0,.1335,50.94,.97,0,0,0,1,0
46008,146021,479404,11.87,0,1,0,0,0,5.31,1.39,1,4,0,0,0,1,0,1,0,0,0,0,6,2.41,7.13,0,0,.471,0,.3375,0,.1335,50.94,.97,0,0,0,1,0
46070,146169,479454,12.22,0,0,0,1,0,4.84,1.61,1,4,0,0,0,0,0,0,0,1,0,0,8,2.41,7.13,0,0,.6456,0,.5473,0,.0983,51.04,.99,0,0,0,1,0
46073,146169,479454,12.03,0,0,0,1,0,4.84,1.39,1,3,0,0,0,0,0,0,0,1,0,0,8,2.41,7.13,0,0,.6456,0,.5473,0,.0983,51.04,.99,0,0,0,1,0
46071,146169,479454,11.85,1,0,0,0,0,5.08,1.79,1,4,0,0,0,0,0,0,0,1,0,0,8,2.41,7.13,0,0,.6456,0,.5473,0,.0983,51.04,.99,0,0,0,1,0
46072,146169,479454,11.61,1,0,0,0,0,4.84,1.39,1,4,0,0,0,0,0,0,0,1,0,0,8,2.41,7.13,0,0,.6456,0,.5473,0,.0983,51.04,.99,0,0,0,1,0
59641,143034,472845,14.42,0,0,0,0,1,7.97,1.95,2,4,0,0,1,1,1,0,0,0,0,0,4,.54,2.67,0,0,.4732,0,0,.4732,0,51.04,.06,0,0,0,1,0
54962,139365,475489,12.47,0,0,0,1,0,5.27,1.61,1,5,0,0,0,0,0,0,1,0,0,.2108,3,2.27,.32,0,0,.6199,0,.6199,0,0,51.06,.04,0,0,0,1,0
49260,139769,478539,12.41,1,0,0,0,0,4.72,1.61,1,3,0,0,0,0,0,0,1,0,0,.2108,4,1.29,2.55,0,1,.7309,0,.7309,0,0,51.12,.05,0,0,0,1,0
49258,139769,478539,12.41,0,0,0,1,0,4.76,1.61,3,3,0,0,0,1,0,0,1,0,0,.2108,4,1.29,2.55,0,1,.7309,0,.7309,0,0,51.12,.05,0,0,0,1,0
49259,139769,478539,13.28,0,0,1,0,0,6.2,1.1,2,4,1,0,1,1,0,0,1,0,0,.2108,4,1.29,2.55,0,1,.7309,0,.7309,0,0,51.12,.05,0,0,0,1,0
52987,140170,476721,13.06,0,0,1,0,0,5.89,1.61,1,5,0,0,0,1,0,1,0,0,0,.2545,2,1,.89,0,0,.3901,0,.279,0,.1111,51.21,.68,0,0,0,1,0
54651,141681,475813,12.28,0,0,0,1,0,4.97,1.39,1,4,0,0,1,0,0,0,0,1,0,0,4,.58,2.05,0,0,.0377,0,0,.0377,0,51.22,.43,0,0,0,1,0
56565,140263,474854,11.15,0,1,0,0,0,3.81,0,1,4,0,0,0,0,0,0,0,0,1,0,11,2.16,.81,0,0,.4609,0,0,.4609,0,51.26,.06,0,0,0,1,0
51444,146227,477455,12.56,0,1,0,0,0,5.93,1.61,1,4,0,0,1,0,0,1,0,0,0,0,5,.91,6.87,0,0,.8605,0,.8605,0,0,51.28,.06,0,0,0,1,0
59624,144133,473176,12.8,0,1,0,0,0,6.58,1.39,1,4,0,1,0,1,0,1,0,0,0,.1054,2,.87,3.81,0,0,.4762,0,.4762,0,0,51.28,.73,0,0,0,1,0
57746,145841,474247,11.95,1,0,0,0,0,4.91,1.79,1,4,0,0,0,0,0,0,0,1,0,0,4,.52,5.65,0,1,.6163,0,.6163,0,0,51.32,.5,0,0,0,1,0
66587,141311,469869,12.26,0,0,1,0,0,5.27,1.39,1,5,0,0,0,1,0,1,0,0,0,.2108,3,1.4,1.01,1,0,.2582,0,.2582,0,0,51.44,.68,0,0,0,1,0
47661,139845,478849,12.24,0,1,0,0,0,5.02,1.1,1,4,0,0,0,0,0,1,0,0,0,.2108,4,1.36,1.96,0,0,.9107,0,.9107,0,0,51.65,.05,0,0,0,1,0
64773,137209,470122,11.6,1,0,0,0,0,4.38,1.1,1,4,0,0,0,0,0,0,0,0,1,0,6,4.89,3.84,0,1,.4219,0,.4219,0,0,51.76,.06,0,0,0,1,0
57764,146201,474103,12.67,0,0,0,1,0,5.57,1.79,1,4,0,0,0,1,0,1,0,0,0,0,4,.74,5.4,0,0,.3254,0,.3254,0,0,51.77,.59,0,0,0,1,0
57765,146201,474103,12.25,1,0,0,0,0,5.54,1.79,1,4,0,0,1,1,0,1,0,0,0,0,4,.74,5.4,0,0,.3254,0,.3254,0,0,51.77,.59,0,0,0,1,0
50572,140211,477749,13.56,0,0,0,1,0,6.44,2.08,1,5,0,0,0,0,0,1,0,0,0,.1054,2,1,1.2,0,0,.1414,0,0,0,.1414,51.79,.19,0,0,0,1,0
51451,147042,477436,12.12,1,0,0,0,0,5.55,1.61,1,3,0,0,1,1,0,1,0,0,0,0,5,.39,7.65,0,0,.3218,0,.3218,0,0,51.82,.24,0,0,0,1,0
57895,145002,474064,12.13,0,1,0,0,0,5.02,1.61,1,4,0,0,0,1,0,0,0,1,0,0,2,.56,4.93,0,0,.3154,0,.3154,0,0,51.87,1.01,0,0,0,1,0
47535,146097,478878,11.92,0,1,0,0,0,5.06,1.39,1,3,0,0,0,0,0,0,0,1,0,0,6,2.41,7.13,0,0,.2445,0,.2445,0,0,51.96,.45,0,0,0,1,0
51871,138564,477492,11.82,0,0,1,0,0,4.38,1.1,2,4,0,0,0,0,0,0,0,0,1,.2108,4,2.31,.91,0,0,.0991,.0123,0,0,.0868,51.98,.11,0,0,0,1,0
56453,140823,475328,12.2,0,0,0,1,0,5.14,1.61,2,4,0,0,0,0,0,0,0,1,0,.2108,12,1.48,1.15,0,0,.5525,0,.5525,0,0,51.99,.05,0,0,0,1,0
46134,147028,479524,12.08,0,0,0,1,0,5.33,1.61,1,4,0,0,0,0,0,0,1,0,0,0,6,2.01,7.96,0,0,.803,0,.803,0,0,52.01,1.27,0,0,0,1,0
51848,140226,477207,13.07,0,1,0,0,0,5.87,1.95,1,4,0,0,0,1,0,1,0,0,0,.2108,2,.88,.95,0,0,.1424,0,0,0,.1424,52.05,.6,0,0,0,1,0
49283,139623,478475,12.63,0,0,1,0,0,4.38,1.95,1,4,0,0,0,0,0,0,0,1,0,.1054,4,1.52,1.55,0,0,.6277,0,.5464,0,.0813,52.09,.05,0,0,0,1,0
57629,146580,473905,12.76,0,0,0,1,0,5.62,1.79,1,4,0,0,1,1,0,1,0,0,0,0,3,2.16,4.66,0,0,.3291,0,.3291,0,0,52.27,.21,0,0,0,1,0
54956,139542,475571,12.58,0,1,0,0,0,4.74,1.61,1,4,0,0,0,0,0,1,0,0,0,.2545,3,2.07,.22,1,0,.5585,0,.5585,0,0,52.32,.05,0,0,0,1,0
53015,140330,476498,12.62,0,0,0,0,1,5.62,1.61,2,4,0,1,0,1,0,1,0,0,0,.2545,2,.92,1.12,0,0,.6438,0,.4696,0,.1742,52.34,.4,0,0,0,1,0
48839,144545,478707,12.27,0,0,1,0,0,5.52,1.39,2,4,0,0,0,0,0,1,0,0,0,.2108,6,3,5.52,0,0,.1933,0,.1933,0,0,52.38,.71,0,0,0,1,0
50644,138557,477840,12.41,0,0,0,1,0,5.17,1.61,1,5,0,0,0,0,0,0,0,1,0,.1054,4,1.66,2.43,0,0,.1261,0,0,0,.1261,52.41,.13,0,0,0,1,0
60892,138588,472088,13.55,0,0,0,1,0,7.36,1.79,1,4,0,0,0,1,1,0,0,0,0,0,2,4.74,1.86,0,0,.1174,0,0,.1174,0,52.47,.1,0,0,0,1,0
50669,138520,477660,12.06,1,0,0,0,0,4.79,1.39,1,4,0,0,1,0,0,0,0,1,0,.1054,4,2.14,1.05,0,0,.3581,.1454,0,0,.2127,52.48,.07,0,0,0,1,0
56681,143878,474398,12.68,0,0,0,1,0,4.84,1.39,1,4,0,0,1,0,0,0,0,1,0,.1054,4,.24,3.12,0,0,.4415,0,.4415,0,0,52.56,.67,0,0,0,1,0
56680,143878,474398,12.79,0,0,0,1,0,5.23,1.1,1,4,0,0,1,1,0,0,0,1,0,.1054,4,.24,3.12,0,0,.4415,0,.4415,0,0,52.56,.67,0,0,0,1,0
47796,138524,478893,11.98,0,1,0,0,0,5.46,1.39,1,4,0,0,0,1,0,0,1,0,0,0,10,.96,2.09,0,0,.6732,0,.6732,0,0,52.6,.04,0,0,0,1,0
56370,146687,474525,12.86,0,0,0,1,0,5.57,1.61,1,4,0,0,0,1,0,1,0,0,0,0,4,1.36,5.7,0,0,.3698,.2755,.0943,0,0,52.62,.09,0,0,0,1,0
59620,143965,473356,12.74,0,0,1,0,0,5.99,1.61,1,4,0,0,1,1,0,1,0,0,0,0,2,.77,3.71,0,0,.5621,0,.5621,0,0,52.71,.75,0,0,0,1,0
51823,140016,477344,12.34,1,0,0,0,0,5.3,1.79,1,4,0,0,0,0,0,0,0,1,0,.2108,2,1.08,.8,0,0,.1988,.1007,0,0,.0981,52.84,.41,0,0,0,1,0
51860,141062,477328,13.39,0,0,0,1,0,6.48,1.61,1,4,0,0,0,1,0,1,0,0,0,0,7,.05,1.79,0,1,.3058,.1112,0,.1946,0,52.94,.13,0,0,0,1,0
46149,147212,479433,12.32,0,1,0,0,0,5.3,1.39,1,4,0,0,0,1,0,1,0,0,0,0,6,2.01,7.96,0,0,.5643,0,.375,0,.1893,52.95,1.3,0,0,0,1,0
46148,147212,479433,12.3,0,1,0,0,0,5.3,1.79,1,4,0,0,0,1,0,1,0,0,0,0,6,2.01,7.96,0,0,.5643,0,.375,0,.1893,52.95,1.3,0,0,0,1,0
51527,139939,476997,13.06,0,0,0,1,0,5.63,1.79,1,4,0,0,0,0,0,0,1,0,0,.2545,11,1.19,.62,0,0,.2446,.1491,0,0,.0955,52.96,.74,0,0,0,1,0
66571,137993,469521,12.19,0,1,0,0,0,5.06,1.39,1,4,0,0,0,1,0,0,0,1,0,0,6,3.91,3.3,0,0,.6839,.6234,0,.0605,0,52.96,.05,0,0,0,1,0
44705,145682,479976,12.19,0,0,0,0,1,5.19,1.61,1,4,0,0,0,0,0,0,0,1,0,.1054,6,3.23,7.05,0,0,.4598,0,.4598,0,0,53.04,.68,0,0,0,1,0
44704,145682,479976,11.97,0,1,0,0,0,5.19,1.61,1,4,0,0,0,0,0,0,0,1,0,.1054,6,3.23,7.05,0,0,.4598,0,.4598,0,0,53.04,.68,0,0,0,1,0
63323,142069,470989,11.88,0,1,0,0,0,5.12,1.39,1,4,0,0,0,0,0,0,1,0,0,0,19,2.26,1.06,0,0,.1745,0,.1745,0,0,53.11,.44,0,0,0,1,0
63331,142052,470963,11.99,0,0,0,1,0,4.75,1.1,1,3,0,0,0,0,0,0,0,1,0,0,19,2.23,1.04,0,0,.1226,0,.1226,0,0,53.16,.45,0,0,0,1,0
70126,140680,467561,13.18,1,0,0,0,0,9.42,1.39,2,4,0,0,1,1,0,1,0,0,0,0,3,.72,1.47,0,0,.6338,0,0,.6338,0,53.18,.05,0,0,0,1,0
57889,144907,474078,12.35,0,0,0,1,0,5.14,1.61,1,4,0,0,0,1,0,0,0,1,0,.1054,2,.24,3.12,0,0,.5591,0,.5591,0,0,53.21,1.09,0,0,0,1,0
47572,147342,479120,12.22,0,0,0,1,0,4.98,1.61,1,4,0,0,0,0,0,0,0,1,0,0,6,2.01,7.96,0,0,.316,0,.1837,0,.1323,53.27,1.18,0,0,0,1,0
47575,147342,479120,11.95,0,0,1,0,0,4.84,1.61,1,4,0,0,0,0,0,0,0,1,0,0,6,2.01,7.96,0,0,.316,0,.1837,0,.1323,53.27,1.18,0,0,0,1,0
47573,147342,479120,11.93,0,1,0,0,0,4.84,1.79,1,4,0,0,0,0,0,0,0,1,0,0,6,2.01,7.96,0,0,.316,0,.1837,0,.1323,53.27,1.18,0,0,0,1,0
47571,147342,479120,11.87,0,1,0,0,0,4.85,1.61,1,4,0,0,0,0,0,0,0,1,0,0,6,2.01,7.96,0,0,.316,0,.1837,0,.1323,53.27,1.18,0,0,0,1,0
47574,147342,479120,12.34,0,0,0,1,0,5.39,1.61,1,4,0,0,0,0,0,0,0,1,0,0,6,2.01,7.96,0,0,.316,0,.1837,0,.1323,53.27,1.18,0,0,0,1,0
53011,140306,476546,11.82,1,0,0,0,0,2.48,1.61,0,4,0,1,0,0,0,0,0,1,0,.2545,2,.92,1.08,0,0,.5608,0,.3643,0,.1965,53.29,.46,0,0,0,1,0
61461,140521,472111,12.16,0,0,0,1,0,5.29,1.61,2,4,0,0,0,0,0,0,0,1,0,.1054,14,1.96,1.59,0,0,.1935,0,0,.1935,0,53.37,.68,0,0,0,1,0
61462,140521,472111,11.96,1,0,0,0,0,5.31,1.61,1,4,0,0,0,0,0,0,0,1,0,.1054,14,1.96,1.59,0,0,.1935,0,0,.1935,0,53.37,.68,0,0,0,1,0
63324,142064,470982,12.32,0,0,0,0,1,4.74,1.61,1,4,0,0,0,0,0,0,1,0,0,0,19,2.25,1.06,0,0,.1592,0,.1592,0,0,53.48,.44,0,0,0,1,0
56426,141180,475319,11.46,1,0,0,0,0,4.32,1.1,0,3,0,1,0,0,0,0,0,0,1,0,3,1.14,1.51,0,0,.1813,0,0,.1813,0,53.5,.08,0,0,0,1,0
63326,142060,470976,12.06,0,0,0,1,0,4.75,1.61,1,4,0,0,0,0,0,0,0,1,0,0,19,2.24,1.05,0,0,.1472,0,.1472,0,0,53.56,.44,0,0,0,1,0
63318,142073,470996,11.73,1,0,0,0,0,4.74,1.39,1,4,0,0,0,0,0,0,0,1,0,0,19,2.26,1.07,0,0,.1886,0,.1886,0,0,53.58,.43,0,0,0,1,0
47520,146743,478899,11.79,1,0,0,0,0,5.41,1.61,1,3,0,0,0,0,0,0,1,0,0,.1054,6,2.41,7.13,0,0,.1343,0,.0317,0,.1026,53.64,.59,0,0,0,1,0
45955,144197,479259,11.88,1,0,0,0,0,5.02,1.39,1,4,0,1,0,0,0,0,0,1,0,.2108,6,3.6,5.4,0,0,.1914,0,.1914,0,0,53.67,.08,0,0,0,1,0
68367,139251,468967,11.58,0,0,1,0,0,4.32,1.1,3,5,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.5536,0,0,.5536,0,53.77,.05,0,0,0,1,0
68366,139251,468967,11.44,0,0,1,0,0,4.44,1.39,3,3,0,1,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.5536,0,0,.5536,0,53.77,.05,0,0,0,1,0
64165,140054,470218,12.1,0,0,0,1,0,5.03,1.79,0,4,0,1,0,0,0,0,1,0,0,.3933,14,2.52,1.15,0,0,.2768,0,.2768,0,0,53.81,1.07,0,0,0,1,0
50583,139660,477636,12.83,0,0,0,0,1,5.86,1.39,2,4,0,1,0,0,0,1,0,0,0,.1054,2,1.48,.76,0,0,.1689,0,0,0,.1689,53.82,.08,0,0,0,1,0
64524,139683,470059,13.17,0,0,0,1,0,5.87,1.79,1,4,0,0,1,1,0,1,0,0,0,.2879,3,2.88,2.12,0,0,.5773,0,.5773,0,0,53.83,.89,0,0,0,1,0
54770,141690,475428,12.4,0,1,0,0,0,5.97,1.61,1,5,0,0,0,1,0,0,1,0,0,0,3,.63,2.02,0,0,.604,0,0,.604,0,53.88,.07,0,0,0,1,0
63313,142085,471015,12.23,0,0,0,1,0,5.11,1.61,0,5,0,0,1,0,0,0,1,0,0,0,19,2.28,1.08,0,0,.3958,0,.3958,0,0,53.9,.42,0,0,0,1,0
49124,146123,478354,11.95,0,1,0,0,0,5.11,1.61,1,4,0,0,0,0,0,0,0,1,0,0,14,1.81,6.49,0,0,.5907,0,.4881,0,.1026,53.9,.06,0,0,0,1,0
56691,143832,474362,11.91,1,0,0,0,0,5.04,1.79,0,4,0,0,0,0,0,0,1,0,0,.1054,4,1.06,4.02,0,0,.2158,0,.2158,0,0,53.94,.68,0,0,0,1,0
66569,137999,469530,12.15,0,1,0,0,0,5.08,1.61,1,4,0,0,0,1,0,0,0,1,0,0,6,3.91,3.29,0,0,.5339,.5329,0,.001,0,53.96,.06,0,0,0,1,0
56781,144611,474465,12.99,0,0,1,0,0,5.81,1.79,1,4,0,0,1,1,0,0,1,0,0,.1054,4,1.09,4.75,0,0,.8329,.3224,.2845,.226,0,54.01,1.09,0,0,0,1,0
50314,146808,478115,12.07,0,0,0,1,0,4.87,1.79,1,4,0,0,0,0,0,0,0,1,0,0,10,1.19,7.3,0,0,.4428,0,.4428,0,0,54.18,.45,0,0,0,1,0
47461,145625,478736,11.9,0,0,0,1,0,4.38,1.1,1,5,0,0,0,0,0,0,0,0,1,.1054,3,1.81,6.49,0,0,.3006,0,.3006,0,0,54.21,.67,0,0,0,1,0
47459,145625,478736,11.73,0,0,1,0,0,4.39,1.1,2,4,0,0,0,0,0,0,0,0,1,.1054,3,1.81,6.49,0,0,.3006,0,.3006,0,0,54.21,.67,0,0,0,1,0
47460,145625,478736,11.64,0,1,0,0,0,4.39,1.1,0,4,0,0,0,0,0,0,0,0,1,.1054,3,1.81,6.49,0,0,.3006,0,.3006,0,0,54.21,.67,0,0,0,1,0
54835,140051,475446,11.78,0,0,0,1,0,4.25,1.1,1,5,0,0,0,0,0,0,0,0,1,.2108,11,1.81,.38,0,0,.1204,0,.1204,0,0,54.28,.15,0,0,0,1,0
46064,146472,479533,11.98,0,0,0,1,0,4.5,1.1,2,4,0,0,1,0,0,0,0,1,0,0,8,2.41,7.13,0,0,.1547,0,0,0,.1547,54.28,1.07,0,0,0,1,0
54836,140051,475446,11.31,1,0,0,0,0,4.25,1.39,0,3,0,0,0,0,0,0,0,0,1,.2108,11,1.81,.38,0,0,.1204,0,.1204,0,0,54.28,.15,0,0,0,1,0
57642,146637,473626,12.39,1,0,0,0,0,6.65,1.39,1,4,0,0,0,1,0,1,0,0,0,0,3,1.12,4.83,0,0,.5366,.5366,0,0,0,54.37,.05,0,0,0,1,0
56384,146701,474498,12.69,0,0,1,0,0,5.55,1.61,1,4,0,0,1,1,0,1,0,0,0,0,4,1.36,5.67,0,0,.6098,.21,.3998,0,0,54.43,.1,0,0,0,1,0
68369,139278,468953,11.36,0,1,0,0,0,2.3,1.39,0,4,0,1,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.588,0,.0687,.5193,0,54.45,.05,0,0,0,1,0
68370,139278,468953,11.6,0,0,1,0,0,4.32,1.39,2,4,0,1,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.588,0,.0687,.5193,0,54.45,.05,0,0,0,1,0
68371,139278,468953,11.49,0,1,0,0,0,4.32,1.1,0,4,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.588,0,.0687,.5193,0,54.45,.05,0,0,0,1,0
68368,139278,468953,11.34,0,1,0,0,0,4.32,1.39,0,2,0,1,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.588,0,.0687,.5193,0,54.45,.05,0,0,0,1,0
52474,144936,476572,13.06,0,0,1,0,0,5.84,1.61,1,5,0,0,1,1,0,1,0,0,0,0,2,2.16,5.39,0,0,.5017,.4905,0,.0112,0,54.53,.05,0,0,0,1,0
52475,144936,476572,12.68,0,1,0,0,0,5.84,1.61,1,4,0,0,1,1,0,1,0,0,0,0,2,2.16,5.39,0,0,.5017,.4905,0,.0112,0,54.53,.05,0,0,0,1,0
68312,138983,469105,11.66,0,0,0,1,0,4.44,1.1,1,4,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.4898,0,0,.4898,0,54.56,.05,0,0,0,1,0
68316,138983,469105,11.59,0,1,0,0,0,4.38,1.61,0,4,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.4898,0,0,.4898,0,54.56,.05,0,0,0,1,0
68313,138983,469105,11.75,0,0,0,1,0,4.61,1.1,1,4,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.4898,0,0,.4898,0,54.56,.05,0,0,0,1,0
68315,138983,469105,11.61,0,1,0,0,0,4.61,1.61,0,4,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.4898,0,0,.4898,0,54.56,.05,0,0,0,1,0
68314,138983,469105,11.53,0,1,0,0,0,4.61,1.39,0,4,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.4898,0,0,.4898,0,54.56,.05,0,0,0,1,0
68311,138983,469105,10.21,1,0,0,0,0,3.4,0,0,3,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.4898,0,0,.4898,0,54.56,.05,0,0,0,1,0
47785,138486,478948,11.6,0,1,0,0,0,4.96,1.39,1,3,0,0,0,0,0,0,0,1,0,0,10,.89,2.15,0,0,.5344,0,.5344,0,0,54.68,.05,0,0,0,1,0
50414,138744,477944,11.82,0,1,0,0,0,4.95,1.61,1,4,0,0,0,0,0,0,0,1,0,.1054,4,1.86,1.13,1,0,.2473,0,.1805,0,.0668,54.74,.22,0,0,0,1,0
47378,144282,478824,12.75,0,0,0,1,0,5.99,1.61,1,4,0,0,0,0,0,1,0,0,0,.2108,6,3.28,5.31,0,0,.306,0,.306,0,0,54.76,.48,0,0,0,1,0
68258,138694,469233,12.63,0,0,0,1,0,5.08,1.61,1,4,0,0,1,0,0,0,0,1,0,.1054,5,2.88,2.12,0,0,.2427,0,0,.2427,0,54.8,.07,0,0,0,1,0
68257,138694,469233,12.5,0,0,0,1,0,5.08,1.39,1,4,0,0,0,0,0,0,0,1,0,.1054,5,2.88,2.12,0,0,.2427,0,0,.2427,0,54.8,.07,0,0,0,1,0
68259,138694,469233,12.61,0,0,0,1,0,5.32,1.61,1,4,0,0,0,1,0,0,0,1,0,.1054,5,2.88,2.12,0,0,.2427,0,0,.2427,0,54.8,.07,0,0,0,1,0
52535,144702,476141,14.09,0,0,0,1,0,7.47,1.61,2,5,0,0,1,1,1,0,0,0,0,0,2,2.19,5.08,0,0,.6228,.6228,0,0,0,54.81,.18,0,0,0,1,0
52536,144702,476141,14.05,0,0,0,0,1,7.47,1.61,3,5,0,0,1,1,1,0,0,0,0,0,2,2.19,5.08,0,0,.6228,.6228,0,0,0,54.81,.18,0,0,0,1,0
68355,139213,468989,11.75,0,0,0,1,0,4.25,1.1,1,4,0,1,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.532,0,0,.532,0,54.83,.05,0,0,0,1,0
68357,139213,468989,11.8,0,0,1,0,0,4.38,1.1,2,4,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.532,0,0,.532,0,54.83,.05,0,0,0,1,0
68354,139213,468989,11.75,0,0,0,0,1,4.38,1.39,1,4,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.532,0,0,.532,0,54.83,.05,0,0,0,1,0
68353,139213,468989,11.66,0,0,1,0,0,4.32,1.1,2,4,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.532,0,0,.532,0,54.83,.05,0,0,0,1,0
68356,139213,468989,11.49,0,0,1,0,0,4.32,1.39,2,4,0,0,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.532,0,0,.532,0,54.83,.05,0,0,0,1,0
68352,139213,468989,11.35,1,0,0,0,0,4.38,1.1,0,4,0,1,0,0,0,0,0,0,1,.1054,5,2.88,2.12,0,0,.532,0,0,.532,0,54.83,.05,0,0,0,1,0
61373,140654,472245,11.44,1,0,0,0,0,2.3,1.61,0,4,0,0,0,0,0,0,0,0,1,.1054,14,1.96,1.59,0,0,.4456,0,.0652,0,.3804,54.84,.6,0,0,0,1,0
61372,140654,472245,11.51,0,1,0,0,0,4.25,1.1,0,4,0,0,0,0,0,0,0,0,1,.1054,14,1.96,1.59,0,0,.4456,0,.0652,0,.3804,54.84,.6,0,0,0,1,0
61369,140654,472245,11.58,1,0,0,0,0,4.38,1.1,0,4,0,0,0,0,0,0,0,0,1,.1054,14,1.96,1.59,0,0,.4456,0,.0652,0,.3804,54.84,.6,0,0,0,1,0
61371,140654,472245,11.53,0,0,0,0,1,4.38,1.1,1,2,0,1,0,0,0,0,0,0,1,.1054,14,1.96,1.59,0,0,.4456,0,.0652,0,.3804,54.84,.6,0,0,0,1,0
61370,140654,472245,11.39,1,0,0,0,0,4.38,1.39,0,4,0,1,0,1,0,0,0,0,1,.1054,14,1.96,1.59,0,0,.4456,0,.0652,0,.3804,54.84,.6,0,0,0,1,0
68301,139484,469137,12.13,0,0,1,0,0,5.38,1.39,2,4,0,1,0,1,0,0,1,0,0,.2108,5,2.88,2.12,0,0,.2573,0,.2573,0,0,54.89,.32,0,0,0,1,0
47463,145625,478735,11.93,0,0,0,0,1,4.39,1.1,0,5,0,0,0,0,0,0,0,0,1,.1054,3,1.81,6.49,0,0,.2906,0,.2906,0,0,54.92,.67,0,0,0,1,0
47465,145625,478735,12.22,0,0,0,1,0,4.87,1.39,2,4,0,0,0,0,0,0,0,0,1,.1054,3,1.81,6.49,0,0,.2906,0,.2906,0,0,54.92,.67,0,0,0,1,0
47462,145625,478735,11.68,0,0,1,0,0,4.39,1.1,1,4,0,0,0,0,0,0,0,0,1,.1054,3,1.81,6.49,0,0,.2906,0,.2906,0,0,54.92,.67,0,0,0,1,0
47464,145625,478735,11.95,0,0,1,0,0,4.79,1.1,2,4,0,0,0,0,0,0,0,0,1,.1054,3,1.81,6.49,0,0,.2906,0,.2906,0,0,54.92,.67,0,0,0,1,0
56356,146394,474616,12.06,0,1,0,0,0,5.53,1.61,1,4,0,0,0,0,0,0,1,0,0,0,4,1.18,5.85,0,0,.5307,.5307,0,0,0,54.99,.05,0,0,0,1,0
47382,144237,478785,12.32,0,0,0,1,0,5.04,1.61,1,4,0,0,0,1,0,0,0,1,0,.2108,6,3.29,6.13,0,0,.1978,0,.1978,0,0,55.09,.5,0,0,0,1,0
